OBJECTID,loc_vfc_pin,OrganizationName,LocationName,VaccineAdministrationStreetAddr,VaccineAdministrationCity,VaccineAdministrationCounty,VaccineAdministrationState,VaccineAdministrationZipCode,StatusforLocation,ProviderType,Id,X,Y,UpdateDTS
2149,"","HEALTHSTAT, INC",Brunswick Electric Membership Corporation,795 Ocean Hwy W,Supply,Brunswick,North Carolina,28462,Deactivated,"",,-78.2976617557255,34.0073808908406,202105041931
2235,"",Allexa Home Health & Concierge Services dba Allexa of SC-Myrtle Beach/Allexa MedLab,Allexa MedLab (mobile),1269 Cedar Grove Rd SW,Supply,Brunswick,North Carolina,28462,Rejected,Other,,-78.2904942927709,33.9579382252712,202105041931
2711,,Walgreens,Walgreens,414 N WALNUT ST,FAIRMONT,Brunswick,North Carolina,28340,,Pharmacy : chain,a2At0000002WoWtEAK,-79.1122080756869,34.5026000386038,202105041931
2733,,Walgreens,Walgreens,419 W BROAD ST,SAINT PAULS,Brunswick,North Carolina,28384,,Pharmacy : chain,a2At0000002WO8fEAG,-78.97537990992,34.8067552274924,202105041931
2747,,Walgreens,Walgreens,4501 MARKET ST,WILMINGTON,Brunswick,North Carolina,28405,,Pharmacy : chain,a2At0000002W9INEA0,-77.8894987368304,34.2433372548974,202105041931
2756,,Walgreens,Walgreens,5900 CAROLINA BEACH RD,WILMINGTON,Brunswick,North Carolina,28412,,Pharmacy : chain,a2At0000002W5ptEAC,-77.8998809906189,34.1254007267519,202105041931
2760,,Walgreens,Walgreens,1019 GRANDIFLORA DR,LELAND,Brunswick,North Carolina,28451,,Pharmacy : chain,a2At0000002WNfYEAW,-78.0287767351386,34.2111997302119,202105041931
2761,,WM1,WAL-MART PHARMACY,4540 MAIN ST. B 3079,SHALLOTTE,Brunswick,North Carolina,28459,,Pharmacy : chain,a2At0000001ePyVEAU,-78.3738111044907,33.9833003148493,202105041931
2762,,Walgreens,Walgreens,319 VILLAGE RD NE,LELAND,Brunswick,North Carolina,28451,,Pharmacy : chain,a2At0000002W7H1EAK,-78.0036569794765,34.2362056875552,202105041931
2764,,WM1,WAL-MART PHARMACY,1675 NORTH HOWE STREET,SOUTHPORT,Brunswick,North Carolina,28461,,Pharmacy : chain,a2At0000001e3cNEAQ,-78.0323152210187,33.9429533345328,202105041931
2766,,Walgreens,Walgreens,1531 N HOWE ST,SOUTHPORT,Brunswick,North Carolina,28461,,Pharmacy : chain,a2At0000002WOEHEA4,-78.0262292948782,33.9381139286818,202105041931
2768,,Walgreens,Walgreens,808 E 5TH ST,TABOR CITY,Brunswick,North Carolina,28463,,Pharmacy : chain,a2At0000002Wp4zEAC,-78.8657315171587,34.1536846074165,202105041931
2769,,Walgreens,Walgreens,1138 SABBATH HOME RD SW,HOLDEN BEACH,Brunswick,North Carolina,28462,,Pharmacy : chain,a2At0000002WNf0EAG,-78.2721966003383,33.9289493267994,202105041931
2771,,Walgreens,Walgreens,5098 SOUTHPORT SUPPLY RD SE,SOUTHPORT,Brunswick,North Carolina,28461,,Pharmacy : chain,a2At0000002WBj9EAG,-78.0455947502022,33.9522233882377,202105041931
2773,,Walgreens,Walgreens,4577 MAIN ST,SHALLOTTE,Brunswick,North Carolina,28470,,Pharmacy : chain,a2At0000002WNj6EAG,-78.3763625668666,33.9783683788342,202105041931
2779,,Walgreens,Walgreens,852 SUNSET BLVD N,SUNSET BEACH,Brunswick,North Carolina,28468,,Pharmacy : chain,a2At0000002WTtdEAG,-78.487458566188,33.8962343444956,202105041931
2798,,Walgreens,Walgreens,5717 S NC 41 HWY,WALLACE,Brunswick,North Carolina,28466,,Pharmacy : chain,a2At0000002WNeIEAW,-77.9770911490811,34.7395972090316,202105041931
2988,,WM1,WAL-MART PHARMACY,1112 NEWPOINT BLVD,LELAND,Brunswick,North Carolina,28451,,Pharmacy : chain,a2At0000001e3UMEAY,-78.0231616066382,34.2097267236658,202105041931
2989,,Walgreens,"WALGREENS, SOUTHPORT,NC",2100 MARSH GROVE LN,SOUTHPORT,Brunswick,North Carolina,28461,,Pharmacy : chain,a2At0000002Wn12EAC,-78.0774540427807,33.9249254256815,202105041931
2991,,Walgreens,"WALGREENS, SOUTHPORT,NC","2100 MARSH GROVE LN, UNIT 2101",SOUTHPORT,Brunswick,North Carolina,28461,,Pharmacy : chain,a2At0000002WGo1EAG,-78.0774540427807,33.9249254256815,202105041931
99,11C025,"Cigna Onsite Health, LLC","Cigna Onsite Health, LLC",Borg Warner,Arden,Buncombe,North Carolina,28704,Approved,Health center : occupational,,-82.575475238331,35.4775120998943,202105041931
144,11C005,"Western NC Community Health Services, Inc","Western NC Community Health Services, Inc",257 Biltmore Ave,Asheville,Buncombe,North Carolina,28801,Approved,Public health provider : Federally Qualified Health Center,,-82.5519239394029,35.5857406855676,202105041931
151,110061,Julian F. Keith Alcohol & Drug Abuse Treatment Center,Julian F. Keith Alcohol & Drug Abuse Treatment Center,201 Tabernacle Road,Black Mountain,Buncombe,North Carolina,28711,Approved,Hospital,,-82.3517216243253,35.6132994956783,202105041931
190,11C001,"MH Mission Health, LLLP","MH Mission Health, LLLP",509 Biltmore Ave,Asheville,Buncombe,North Carolina,28801,Approved,Hospital,,-82.5492994634668,35.5768794858018,202105041931
195,11C002,Black Mountain Neuro-Medical Center,Black Mountain Neuro-Medical Center,932 Old US Hwy 70,Black Mountain,Buncombe,North Carolina,28711,Approved,"Long-term care : nursing home, skilled nursing facility, non-federally certified",,-82.3569609122361,35.6098216838446,202105041931
200,110057,"Blue Ridge Community Health Services, Inc",Blue Ridge Health - Arden,142 Airport Road,Arden,Buncombe,North Carolina,28704,Approved,Public health provider : Federally Qualified Health Center,,-82.5251854497245,35.4530051640828,202105041931
201,11C006,"Blue Ridge Community Health Services, Inc",Blue Ridge Health - Givens Gerber,40 Gerber Road #100,Asheville,Buncombe,North Carolina,28803,Approved,Public health provider : Federally Qualified Health Center,,-82.5210187990644,35.5025535677318,202105041931
268,110051,Appalachian Mountain Community Health Centers,Leicester Community Health Center,711 New Leicester Hwy,Asheville,Buncombe,North Carolina,28806,Approved,Public health provider : Federally Qualified Health Center,,-82.6374230687328,35.6138410840827,202105041931
278,110001,Buncombe County Health and Human Services,Buncombe County Health and Human Services,168 Erwin Hills Rd,Asheville,Buncombe,North Carolina,28806,Approved,Public health provider : public health clinic,,-82.6210875921943,35.6199960037495,202105041931
378,11C004,Appalachian Mountain Community Health Centers,Dale Fell Health Center,7 McDowell St,Asheville,Buncombe,North Carolina,28801,Approved,Public health provider : Federally Qualified Health Center,,-82.555656410394,35.5834053792777,202105041931
529,11C022,Mercy Urgent Care,Mercy Urgent Care West,1201 Patton Avenue,Asheville,Buncombe,North Carolina,28806,Approved,Urgent care,,-82.601245176256,35.586203534643,202105041931
578,NS1473,Publix Super Market,Publix Pharmacy #1473,1830 Hendersonville Rd.,Asheville,Buncombe,North Carolina,28803,Approved,Pharmacy : chain,,-82.5244947787945,35.505395389106,202105041931
591,NS1546,Publix Super Market,Publix Pharmacy #1546,165 Weaver Blvd.,Weaverville,Buncombe,North Carolina,28787,Approved,Pharmacy : chain,,-82.5683139171433,35.7051818297789,202105041931
644,11C028,Carolina Mountain Pharmacy,Carolina Mountain Pharmacy,7 Pisgah Hwy,Candler,Buncombe,North Carolina,28715,Approved,Pharmacy : independent,,-82.6835904219454,35.5440415042025,202105041931
652,11C009,Blue Ridge Pharmacy Inc.,Blue Ridge Pharmacy,1070 TUNNEL RD,Asheville,Buncombe,North Carolina,28805,Approved,Pharmacy : independent,,-82.4923120567931,35.5878135759087,202105041931
848,11C018,"Raleigh Durham Medical Group, PA",Family Care of Black Mountain/Old Fort,3164 US HWY 70,BLACK MOUNTAIN,Buncombe,North Carolina,28711,Approved,Medical practice : family medicine,,-82.3384384206752,35.610552525457,202105041931
853,110033,"Raleigh Durham Medical Group, PA",Biltmore Family Medicine,1 Saint Dunstans Rd,Asheville,Buncombe,North Carolina,28803,Approved,Medical practice : family medicine,,-82.5467890425674,35.5736416955264,202105041931
914,11C011,DaVita,Weaverville Dialysis,329 Merrimon Ave,Weaverville,Buncombe,North Carolina,28787,Approved,Other,,-82.5751337292052,35.6789441701596,202105041931
990,110055,"The Family Health Centers, PA","The Family Health Centers, Asheville",206 Asheland Ave,Asheville,Buncombe,North Carolina,28801,Approved,Medical practice : family medicine,,-82.5561445410535,35.5869792755868,202105041931
991,110054,"The Family Health Centers, PA",The Family Health Centers Hominy Valley,1219 SMOKEY PARK HWY,CANDLER,Buncombe,North Carolina,28715,Approved,Medical practice : family medicine,,-82.6711832555907,35.5455928153509,202105041931
992,110024,"The Family Health Centers, PA","The Family Health Centers,  Arden",2161 Hendersonville Rd,Arden,Buncombe,North Carolina,28704,Approved,Medical practice : family medicine,,-82.5259038614404,35.4800992064039,202105041931
994,NS2003,"Ingles Markets, Inc",Ingles Pharmacy #3,915 Merrimon Ave,Asheville,Buncombe,North Carolina,28804,Approved,Pharmacy : chain,,-82.5525107697142,35.6296072113309,202105041931
995,11C021,Asheville Discount Pharmacy,Asheville discount pharmacy,76 Patton Ave,Asheville,Buncombe,North Carolina,28801,Approved,Pharmacy : independent,,-82.5547576441404,35.5942383529766,202105041931
996,NS2004,"Ingles Markets, Inc",Ingles Pharmacy #4,1141 Tunnel Rd,Asheville,Buncombe,North Carolina,28805,Approved,Pharmacy : chain,,-82.4882510174445,35.5864104251811,202105041931
1039,11C012,Cold Mountain Pharmacy Services L.L.C.,HealthRidge Pharmacy,3130 US 70 HWY,Black Mountain,Buncombe,North Carolina,28711,Approved,Pharmacy : independent,,-82.3411888520966,35.609857018583,202105041931
1143,11C015,Southeastern Occupational Services,Industries for the Blind Asheville,240 Sardis Road,Asheville,Buncombe,North Carolina,28806,Approved,Health center : occupational,,-82.6320573430085,35.5393626879782,202105041931
1152,11C030,"Sunshine Pharmacy, Inc",Sunshine Pharmacy and Health,206 East State St,Black Mountain,Buncombe,North Carolina,28711,Approved,Pharmacy : independent,,-82.3194364161577,35.6189904896071,202105041931
1184,11C010,"MH Mission Health, LLLP","MH Mission Health, LLLP - S AVL",980 Hendersonville Road,Asheville,Buncombe,North Carolina,28803,Approved,Health center : occupational,,-82.5309572943486,35.5392850460263,202105041931
1261,11C013,"Genoa Healthcare, LLC","Genoa Healthcare, 10930",119 Tunnel Rd,Asheville,Buncombe,North Carolina,28805,Approved,Pharmacy : chain,,-82.5333260249457,35.5922384507926,202105041931
1265,11C014,"Genoa Healthcare, LLC","Genoa Healthcare, 00151",1314 PATTON AVENUE SUITE E,Asheville,Buncombe,North Carolina,28806,Approved,Pharmacy : chain,,-82.602264727096,35.5825468905299,202105041931
1332,110007,"Community Family Practice, PA",Community Family Practice,260 Merrimon Avenue,Asheville,Buncombe,North Carolina,28801,Approved,Medical practice : family medicine,,-82.5542136628611,35.6077680251899,202105041931
1339,11C016,"Brookshire Pharmacy Inc, DBA B&B Pharmacy","Brookshire Pharmacy Inc, DBA B&B Pharmacy",462 Haywood Road,Asheville,Buncombe,North Carolina,28806,Approved,Pharmacy : independent,,-82.582144765446,35.5775222475283,202105041931
1380,110013,Mountain Area Health Education Center (MAHEC),Mountain Area Health Education Center (MAHEC),123 Hendersonville rd,Asheville,Buncombe,North Carolina,28803,Approved,Medical practice : family medicine,,-82.5435567061789,35.5615478402525,202105041931
1469,11C017,Blue Ridge Pharmacy Inc DBA Sona Pharmacy + Clinic,Sona Pharmacy + Clinic,805 Fairview Rd,Asheville,Buncombe,North Carolina,28803,Approved,Pharmacy : independent,,-82.5024452916763,35.5713958530236,202105041931
1497,110017,UNC Asheville,UNC Asheville,One University Heights,Asheville,Buncombe,North Carolina,28804,Approved,Health center : student,,-82.5633025088304,35.6190537733805,202105041931
1503,NS2007,"Ingles Markets, Inc",Ingles Pharmacy #7,29 Tunnel Rd,Asheville,Buncombe,North Carolina,28805,Approved,Pharmacy : chain,,-82.5354855753656,35.595397783563,202105041931
1505,NS2034,"Ingles Markets, Inc",Ingles Pharmacy #34,2299 Hwy 70 E,Swannanoa,Buncombe,North Carolina,28778,Approved,Pharmacy : chain,,-82.407911721438,35.5989751094611,202105041931
1509,NS2024,"Ingles Markets, Inc",Ingles Pharmacy #24,863 Brevard Rd,Asheville,Buncombe,North Carolina,28806,Approved,Pharmacy : chain,,-82.6073753296284,35.5305578399902,202105041931
1510,NS2030,"Ingles Markets, Inc",Ingles Pharmacy #30,1865 Hendersonville Rd,Asheville,Buncombe,North Carolina,28803,Approved,Pharmacy : chain,,-82.5239605755475,35.5002354695681,202105041931
1513,NS2062,"Ingles Markets, Inc",Ingles Pharmacy #62,575 New Leicester Hwy,Asheville,Buncombe,North Carolina,28806,Approved,Pharmacy : chain,,-82.6316345694009,35.6145490873829,202105041931
1516,NS2031,"Ingles Markets, Inc",Ingles Pharmacy #31,151 Smokey Park Hwy,Asheville,Buncombe,North Carolina,28806,Approved,Pharmacy : chain,,-82.6293180893829,35.5653406285199,202105041931
1523,NS2134,"Ingles Markets, Inc",Ingles Pharmacy #134,1572 Sand Hill Rd,Candler,Buncombe,North Carolina,28715,Approved,Pharmacy : chain,,-82.6576333437187,35.5434179257186,202105041931
1530,NS2180,"Ingles Markets, Inc",Ingles Pharmacy #180,140 Weaver Blvd,Weaverville,Buncombe,North Carolina,28787,Approved,Pharmacy : chain,,-82.5669998656223,35.7025566018696,202105041931
1534,11C019,"MH Mission Health, LLLP","CarePartners Rehabilitation Hospital, LLLP",400 Ridgefield Court,Asheville,Buncombe,North Carolina,28806,Approved,Hospital,,-82.5976565732741,35.5221896440707,202105041931
1535,11C020,"MH Mission Health, LLLP","MH Asheville Specialty Hospital, LLC",428 Biltmore Ave,Asheville,Buncombe,North Carolina,28801,Approved,Hospital,,-82.5501243147022,35.5812380172158,202105041931
1568,11C023,Mountain Area Health Education Center (MAHEC),MAHEC at UNCA,"One University Heights, Reuter Center",Asheville,Buncombe,North Carolina,28804,Approved,Other,,-82.5633025088304,35.6190537733805,202105041931
1602,11C026,Americare Pharmacy,AMERICARE PHARMACY,1185 Charlotte Hwy,Fairview,Buncombe,North Carolina,28730,Approved,Pharmacy : independent,,-82.4250265239377,35.5255187064633,202105041931
1605,11C027,Americare Pharmacy,AMERICARE PHARMACY CONSULTANTS,1185 Charlotte Highway,FAIRVIEW,Buncombe,North Carolina,28730,Approved,Pharmacy : independent,,-82.4250265239377,35.5255187064633,202105041931
1652,11C024,"Ashewell Medical Group, P.A.","Ashewell Medical Group, P.A.",408 DEPOT ST,ASHEVILLE,Buncombe,North Carolina,28801,Approved,Medical practice : internal medicine,,-82.5640221172419,35.5798997479218,202105041931
1691,11C033,"Ingles Markets, Inc",Ingles Pharmacy #79,780 Hendersonville Rd,Asheville,Buncombe,North Carolina,28803,Approved,Pharmacy : chain,,-82.5330682572317,35.5438613820798,202105041931
1696,11C034,"Ingles Markets, Inc",Ingles Pharmacy #130,301 Long Shoals Rd,Arden,Buncombe,North Carolina,28704,Approved,Pharmacy : chain,,-82.5496324378989,35.4795245080863,202105041931
1706,11C032,Logistics Health Incorporated,UNC Asheville,1 University Heights,Asheville,Buncombe,North Carolina,28804,Approved,Commercial vaccination service provider,,-82.5633025088304,35.6190537733805,202105041931
1736,11C040,"Ingles Markets, Inc",Ingles Pharmacy #8,500 North Carolina Hwy 9,Black Mountain,Buncombe,North Carolina,28711,Approved,Pharmacy : chain,,-82.3426356461001,35.6404966692632,202105041931
1763,11C045,"Ingles Markets, Inc",Ingles Pharmacy #34,2299 Hwy 70 E,Swannanoa,Buncombe,North Carolina,28778,Approved,Pharmacy : chain,,-82.4077360306231,35.5993012682739,202105041931
1818,11C036,"Range Urgent Care, PLLC",Range Urgent Care - Black Mountain,674 Merrimon Ave,Asheville,Buncombe,North Carolina,28804,Approved,Urgent care,,-82.5547593982508,35.6219648030382,202105041931
1819,11C035,"Range Urgent Care, PLLC",Range Urgent Care - North Asheville,674 Merrimon Ave,Asheville,Buncombe,North Carolina,28804,Approved,Urgent care,,-82.5547593982508,35.6219648030382,202105041931
1830,110002,"Asheville Children's Medical Center, P.A.","Asheville Children's Medical Center, P.A.",7 Vanderbilt Park Drive Suite 100-A,Asheville,Buncombe,North Carolina,28803,Approved,Medical practice : pediatrics,,-82.5410860429687,35.5569693847176,202105041931
1854,11C038,"Ingles Markets, Inc",Ingles Pharmacy #31,151 Smokey Park Hwy,Asheville,Buncombe,North Carolina,28806,Approved,Pharmacy : chain,,-82.6293180893829,35.5653406285199,202105041931
1855,11C039,"Ingles Markets, Inc",Ingles Pharmacy #137,352 Airport Road,Arden,Buncombe,North Carolina,28704,Approved,Pharmacy : chain,,-82.5311690896832,35.4487534962525,202105041931
1860,"",Planned Parenthood South Atlantic,Asheville,68 McDowell St,Asheville,Buncombe,North Carolina,28801,Rejected,Medical practice : other specialty,,-82.5542236516888,35.5817821043739,202105041931
1867,110044,North Buncombe Family Medicine,North Buncombe Family Medicine,201 Flat Creek Village Drive,Weaverville,Buncombe,North Carolina,28787,Approved,Medical practice : family medicine,,-82.5534633166888,35.7240101295826,202105041931
1997,"",Mercy Urgent Care,Mercy Urgent Care North,1201 Patton Avenue,Asheville,Buncombe,North Carolina,28806,Deactivated,Urgent care,,-82.601245176256,35.586203534643,202105041931
2063,"","Raleigh Durham Medical Group, PA",Family Care of Fairview,136 Charlotte Hwy,ASHEVILLE,Buncombe,North Carolina,28803,Rejected,Medical practice : family medicine,,-82.4789408696635,35.5540245496089,202105041931
